officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,RelatedSuboffice,RelatedHeadoffice
Muchukota B.O,515445,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadipatri,Ananthapur,ANDHRA PRADESH,NA,Ammaladinne S.O,Anantapur H.O
Muddalapuram B.O,515711,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kudair,Ananthapur,ANDHRA PRADESH,NA,Kuderu S.O (Ananthapur),Anantapur H.O
Muddinayanipalli B.O,515787,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Nuthimadugu S.O,Anantapur H.O
Mudigal B.O,515761,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Kalyandurg S.O,Anantapur H.O
Mulakaledu B.O,515767,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,NA,Ananthapur,ANDHRA PRADESH,NA,Shettur S.O,Anantapur H.O
Mulakanur B.O,515765,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kambadur,Ananthapur,ANDHRA PRADESH,NA,Kambadur S.O,Anantapur H.O
Muntimadugu B.O,515774,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Garladinne,Ananthapur,ANDHRA PRADESH,NA,Kallur R.S. S.O,Guntakal H.O
Muppalakunta B.O,515763,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Brahmasamudram,Ananthapur,ANDHRA PRADESH,NA,Bommaganipalli S.O,Anantapur H.O
Muradi B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Herial,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Muradi Hanumapuram B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,D.Hirehal,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Muttala B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
N.Hanumapuram B.O,515822,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Amidyaya S.O,Guntakal H.O
N.Narsapuram B.O,515803,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,NA,Old Guntakal S.O,Guntakal H.O
N.Thimmapuram B.O,515842,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,NA,Konakondla S.O,Guntakal H.O
Nadimidoddi B.O,515425,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Narpala,Ananthapur,ANDHRA PRADESH,NA,Narapla S.O,Anantapur H.O
Nagalapuram B.O,515871,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Herial,Ananthapur,ANDHRA PRADESH,NA,Kanekal S.O,Guntakal H.O
Nagarur B.O,515455,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yadiki,Ananthapur,ANDHRA PRADESH,NA,Rayalacheruvu S.O,Guntakal H.O
Nagasamudram B.O,515401,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gooty,Ananthapur,ANDHRA PRADESH,NA,Gooty S.O,Guntakal H.O
Nakkalapalli B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
Nakkanadoddi B.O,515803,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,NA,Old Guntakal S.O,Guntakal H.O
Narapla S.O,515425,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Narpala,Ananthapur,ANDHRA PRADESH,08554-254422,NA,Anantapur H.O
Narasanenikunta B.O,515004,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Narasapuram B.O,515408,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Peddapappur,Ananthapur,ANDHRA PRADESH,NA,Yadiki S.O,Guntakal H.O
Narasapuram B.O,515763,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Bommaganipalli S.O,Anantapur H.O
Narasapuram East B.O,515435,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,NA,Singanamala S.O,Anantapur H.O
Narasapuram West B.O,515435,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,NA,Singanamala S.O,Anantapur H.O
Narayanapuram B.O,515761,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Kalyandurg S.O,Anantapur H.O
Narinjagundlapalli B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
Nelagonda B.O,515842,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,NA,Konakondla S.O,Guntakal H.O
Nemakallu B.O,515871,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bommanahal,Ananthapur,ANDHRA PRADESH,NA,Kanekal S.O,Guntakal H.O
Netrapalli B.O,515867,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gummagatta,Ananthapur,ANDHRA PRADESH,NA,Udegolam S.O,Guntakal H.O
Nimbagallu B.O,515822,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Amidyaya S.O,Guntakal H.O
Nitturu B.O,515408,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yadiki,Ananthapur,ANDHRA PRADESH,NA,Yadiki S.O,Guntakal H.O
Nizava.Lli B.O,515766,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kundurpi,Ananthapur,ANDHRA PRADESH,NA,Kundurpi S.O,Anantapur H.O
Nuthimadugu S.O,515787,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kambadur,Ananthapur,ANDHRA PRADESH,08492-283722,NA,Anantapur H.O
Obulapuram B.O,515414,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Putlur,Ananthapur,ANDHRA PRADESH,NA,Putlur S.O,Anantapur H.O
Obulapuram B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Herial,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Oddupalli B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
Old Guntakal S.O,515803,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227430,NA,Guntakal H.O
Old Town S.O (Ananthapur),515005,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-222050,NA,Anantapur H.O
Ontimiddi B.O,515761,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Kalyandurg S.O,Anantapur H.O
P Narayana Puram B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kudair,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
P Siddarampuram B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
P Yaleru B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
P.C.Peapully B.O,515832,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vajrakarur,Ananthapur,ANDHRA PRADESH,NA,Vajrakarur S.O,Guntakal H.O
Pabr Sam Site B.O,515711,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kudair,Ananthapur,ANDHRA PRADESH,NA,Kuderu S.O (Ananthapur),Anantapur H.O
Palacherla B.O,515722,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Raptadu,Ananthapur,ANDHRA PRADESH,NA,Jayalakshmipuram S.O (Ananthapur),Anantapur H.O
Palavoyi B.O,515761,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Kalyandurg S.O,Anantapur H.O
Pallepalli B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Palluru B.O,515765,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kambadur,Ananthapur,ANDHRA PRADESH,NA,Kambadur S.O,Anantapur H.O
Palthur B.O,515870,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vidapanakal,Ananthapur,ANDHRA PRADESH,NA,Vidapanakal S.O,Guntakal H.O
Palyam B.O,515775,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Pamidi,Ananthapur,ANDHRA PRADESH,NA,Pamidi S.O,Guntakal H.O
Pamidi S.O,515775,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Pamidi,Ananthapur,ANDHRA PRADESH,08552-245164,NA,Guntakal H.O
Pandikunta B.O,515832,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vajrakarur,Ananthapur,ANDHRA PRADESH,NA,Vajrakarur S.O,Guntakal H.O
Papampalli B.O,515761,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,NA,Kalyandurg S.O,Anantapur H.O
Pappuru B.O,515425,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Narpala,Ananthapur,ANDHRA PRADESH,NA,Narapla S.O,Anantapur H.O
Parlachedu B.O,515767,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Settur,Ananthapur,ANDHRA PRADESH,NA,Shettur S.O,Anantapur H.O
Parsannayapalli B.O,515002,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Anantapur Engg College S.O,Anantapur H.O
Pasalur B.O,515408,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Peddapappur,Ananthapur,ANDHRA PRADESH,NA,Yadiki S.O,Guntakal H.O
Patel Road S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-243050,NA,Anantapur H.O
Pathakothacheruvu B.O,515401,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gooty,Ananthapur,ANDHRA PRADESH,NA,Gooty S.O,Guntakal H.O
Pedda Kowkuntla B.O,515822,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Amidyaya S.O,Guntakal H.O
Pedda Vadagur S.O,515405,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Pedda Vadagur,Ananthapur,ANDHRA PRADESH,08552-243722,NA,Guntakal H.O
Peddapappuru B.O,515445,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadipatri,Ananthapur,ANDHRA PRADESH,NA,Ammaladinne S.O,Anantapur H.O
Peddapolamada B.O,515411,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadipatri,Ananthapur,ANDHRA PRADESH,NA,Tadpatri S.O,Anantapur H.O
Peddayakkalur B.O,515408,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Peddapappur,Ananthapur,ANDHRA PRADESH,NA,Yadiki S.O,Guntakal H.O
Pedoddi B.O,515401,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gooty,Ananthapur,ANDHRA PRADESH,NA,Gooty S.O,Guntakal H.O
Penakacherla B.O,515731,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Garladinna,Ananthapur,ANDHRA PRADESH,NA,Garladinne S.O,Anantapur H.O
Peravali B.O,515701,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bukkarayasamudram,Ananthapur,ANDHRA PRADESH,NA,Bukkarayasamudram S.O,Anantapur H.O
Pillalapalli B.O,515763,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Brahma Samudram,Ananthapur,ANDHRA PRADESH,NA,Bommaganipalli S.O,Anantapur H.O
Podaralla B.O,515731,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bukkaraya Samudram,Ananthapur,ANDHRA PRADESH,NA,Garladinne S.O,Anantapur H.O
Polepalli B.O,515863,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Brahmasamudram,Ananthapur,ANDHRA PRADESH,NA,Gummaghatta S.O,Guntakal H.O
Poliki B.O,515842,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vidapanakal,Ananthapur,ANDHRA PRADESH,NA,Konakondla S.O,Guntakal H.O
Pottipadu B.O,515832,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vajrakarur,Ananthapur,ANDHRA PRADESH,NA,Vajrakarur S.O,Guntakal H.O
Pulakunta B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gummagatta,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Pulakurthy B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Herial,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Pulicherla B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kanekal,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Pulukunta B.O,515721,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Kandukur S.O,Anantapur H.O
Puppala B.O,515455,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yadiki,Ananthapur,ANDHRA PRADESH,NA,Rayalacheruvu S.O,Guntakal H.O
Putlur S.O,515414,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Putlur,Ananthapur,ANDHRA PRADESH,08558-276122,NA,Anantapur H.O
R.B.Vanka B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
R.Kothapalli B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gummagatta,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Rachanapalli B.O,515004,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Rachepalli B.O,515611,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,NA,Tarimala S.O,Guntakal H.O
Ragulapadu B.O,515832,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vajrakarur,Ananthapur,ANDHRA PRADESH,NA,Vajrakarur S.O,Guntakal H.O
Railway Colony S.O (Ananthapur),515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227422,NA,Guntakal H.O
Rajaji Street B.O,515005,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Gandhibazar S.O (Ananthapur),Anantapur H.O
Rajapuram B.O,515401,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gooty,Ananthapur,ANDHRA PRADESH,NA,Gooty S.O,Guntakal H.O
Rajendra Nagar S.O (Ananthapur),515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227425,NA,Guntakal H.O
Rajiv Colony B.O,515004,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Raketla B.O,515822,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Amidyaya S.O,Guntakal H.O
Ramachandra Nagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-243850,NA,Anantapur H.O
Ramapuram B.O,515787,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kambadur,Ananthapur,ANDHRA PRADESH,NA,Nuthimadugu S.O,Anantapur H.O
Ramarajupalli B.O,515405,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Pamidi,Ananthapur,ANDHRA PRADESH,NA,Pedda Vadagur S.O,Guntakal H.O
Ramasagaram B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
Ramnagar S.O (Ananthapur),515004,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-278650,NA,Anantapur H.O
Rangachedu B.O,515867,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gummagatta,Ananthapur,ANDHRA PRADESH,NA,Udegolam S.O,Guntakal H.O
Raptadu B.O,515722,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Rapthadu,Ananthapur,ANDHRA PRADESH,NA,Jayalakshmipuram S.O (Ananthapur),Anantapur H.O
Ravuludiki B.O,515455,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Peddavadugur,Ananthapur,ANDHRA PRADESH,NA,Rayalacheruvu S.O,Guntakal H.O
Rayadurg  Bazar S.O,515865,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,08495-251440,NA,Guntakal H.O
Rayadurg Fort B.O,515865,B.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,NA,Rayadurg  Bazar S.O,Guntakal H.O
Rayadurg S.O,515865,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,08495-252156,NA,Guntakal H.O
Rayalacheruvu S.O,515455,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yadiki,Ananthapur,ANDHRA PRADESH,08558-277422,NA,Guntakal H.O
Rayalappadoddi B.O,515763,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Brahmasamudram,Ananthapur,ANDHRA PRADESH,NA,Bommaganipalli S.O,Anantapur H.O
Rayampalli B.O,515812,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Uravakonda S.O,Guntakal H.O
Reddipalli B.O,515701,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bukkarayasamudram,Ananthapur,ANDHRA PRADESH,NA,Bukkarayasamudram S.O,Anantapur H.O
Reddivaripalem S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223322,NA,Anantapur H.O
Renimakulapalli B.O,515812,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Uravakonda S.O,Guntakal H.O
Rotarypuram B.O,515701,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bukkarayasamudram,Ananthapur,ANDHRA PRADESH,NA,Bukkarayasamudram S.O,Anantapur H.O
Rudrampeta B.O,515004,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Sainagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-276150,NA,Anantapur H.O
Sajjaladinne B.O,515415,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadipatri,Ananthapur,ANDHRA PRADESH,NA,Chukkalur S.O,Anantapur H.O
Salakamcheruvu B.O,515435,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,NA,Singanamala S.O,Anantapur H.O
Sanapa B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
Satyanandanagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-278550,NA,Anantapur H.O
Seeripi B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
Senagalaguduru B.O,515411,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Putluru,Ananthapur,ANDHRA PRADESH,NA,Tadpatri S.O,Anantapur H.O
Shaikshanipalli B.O,515812,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Uravakonda S.O,Guntakal H.O
Shettur S.O,515767,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Shettur,Ananthapur,ANDHRA PRADESH,08492-283400,NA,Anantapur H.O
Siddarampuram B.O,515701,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bukkarayasamudram,Ananthapur,ANDHRA PRADESH,NA,Bukkarayasamudram S.O,Anantapur H.O
Singanahalli B.O,515871,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bommanahal,Ananthapur,ANDHRA PRADESH,NA,Kanekal S.O,Guntakal H.O
Singanamala S.O,515435,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,08551-284625,NA,Anantapur H.O
Singavaram B.O,515465,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yellanur,Ananthapur,ANDHRA PRADESH,NA,Yellanur S.O,Anantapur H.O
Sollapuram B.O,515822,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,NA,Amidyaya S.O,Guntakal H.O
Somaladoddi B.O,515004,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Somalapuram B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Herial,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Sreedharghatta B.O,515871,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Bommanahal,Ananthapur,ANDHRA PRADESH,NA,Kanekal S.O,Guntakal H.O
Sri Venkateswara Puram S.O,515003,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-255222,NA,Anantapur H.O
Srirangapuram B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
T.Veerapuram B.O,515865,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,NA,Rayadurg S.O,Guntakal H.O
Tadpatri Bazar S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-225822,NA,Anantapur H.O
Tadpatri Bus Stand S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223536,NA,Anantapur H.O
Tadpatri Extension S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223422,NA,Anantapur H.O
Tadpatri S.O,515411,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-222722,NA,Anantapur H.O
Takkalapalli B.O,515414,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Putlur,Ananthapur,ANDHRA PRADESH,NA,Putlur S.O,Anantapur H.O
Tallakera B.O,515863,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Gummagatta,Ananthapur,ANDHRA PRADESH,NA,Gummaghatta S.O,Guntakal H.O
Talupuru B.O,515751,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Atmakur,Ananthapur,ANDHRA PRADESH,NA,Atmakur(ATP) S.O,Anantapur H.O
Tapovanagar B.O,515004,B.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,NA,Georgepet S.O,Anantapur H.O
Tarimala S.O,515611,S.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Singanamala,Ananthapur,ANDHRA PRADESH,08551-285822,NA,Guntakal H.O
Taticherla B.O,515731,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Garladinna,Ananthapur,ANDHRA PRADESH,NA,Garladinne S.O,Anantapur H.O
Tatrakallu B.O,515832,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Vajrakarur,Ananthapur,ANDHRA PRADESH,NA,Vajrakarur S.O,Guntakal H.O
Teliki B.O,515405,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Pedda Vadagur,Ananthapur,ANDHRA PRADESH,NA,Pedda Vadagur S.O,Guntakal H.O
Tenagal B.O,515765,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kundurpi,Ananthapur,ANDHRA PRADESH,NA,Kambadur S.O,Anantapur H.O
Thabjula B.O,515445,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Ammalladinne,Ananthapur,ANDHRA PRADESH,NA,Ammaladinne S.O,Anantapur H.O
Thagguparthi B.O,515741,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Beluguppa,Ananthapur,ANDHRA PRADESH,NA,Belguppa S.O,Anantapur H.O
Theetakallu B.O,515763,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Brhama Samudram,Ananthapur,ANDHRA PRADESH,NA,Bommaganipalli S.O,Anantapur H.O
Therannapalli B.O,515414,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,NA,Putlur S.O,Anantapur H.O
Thimmampalli B.O,515465,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Yellanur,Ananthapur,ANDHRA PRADESH,NA,Yellanur S.O,Anantapur H.O
Thimmampeta B.O,515731,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Garladinne,Ananthapur,ANDHRA PRADESH,NA,Garladinne S.O,Anantapur H.O
Thimmapuram B.O,515765,B.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Kambadur,Ananthapur,ANDHRA PRADESH,NA,Kambadur S.O,Anantapur H.O
